date,precinct,accident_count
2021-05-08,MIDTOW,3
2021-05-08,NORTH,4
2021-05-08,SOUTH,12
2021-05-08,WEST,6
2021-05-09,CENTRA,6
2021-05-09,EAST,3
2021-05-09,HERMIT,7
2021-05-09,MADISO,8
2021-05-09,MIDTOW,3
2021-05-09,NORTH,6
2021-05-09,SOUTH,12
2021-05-09,WEST,4
2021-05-10,CENTRA,1
2021-05-10,EAST,3
2021-05-10,HERMIT,6
2021-05-10,MADISO,3
2021-05-10,MIDTOW,7
2021-05-10,NORTH,6
2021-05-10,SOUTH,15
2021-05-10,WEST,3
2021-05-11,CENTRA,3
2021-05-11,EAST,4
2021-05-11,HERMIT,4
2021-05-11,MADISO,4
2021-05-11,MIDTOW,7
2021-05-11,NORTH,5
2021-05-11,SOUTH,10
2021-05-11,WEST,3
2021-05-12,CENTRA,5
2021-05-12,EAST,7
2021-05-12,HERMIT,5
2021-05-12,MADISO,5
2021-05-12,MIDTOW,7
2021-05-12,NORTH,6
2021-05-12,SOUTH,7
2021-05-12,WEST,5
2021-05-13,CENTRA,4
2021-05-13,EAST,11
2021-05-13,HERMIT,12
2021-05-13,MADISO,8
2021-05-13,MIDTOW,6
2021-05-13,NORTH,4
2021-05-13,SOUTH,17
2021-05-13,WEST,1
2021-05-14,CENTRA,11
2021-05-14,EAST,4
2021-05-14,HERMIT,14
2021-05-14,MADISO,5
2021-05-14,MIDTOW,11
2021-05-14,NORTH,5
2021-05-14,SOUTH,10
2021-05-14,WEST,2
2021-05-15,CENTRA,5
2021-05-15,EAST,4
2021-05-15,HERMIT,7
2021-05-15,MADISO,8
2021-05-15,MIDTOW,5
2021-05-15,NORTH,6
2021-05-15,SOUTH,19
2021-05-15,WEST,9
2021-05-16,CENTRA,1
2021-05-16,EAST,3
2021-05-16,HERMIT,8
2021-05-16,MADISO,4
2021-05-16,MIDTOW,7
2021-05-16,NORTH,4
2021-05-16,SOUTH,18
2021-05-16,WEST,4
2021-05-17,CENTRA,1
2021-05-17,EAST,1
2021-05-17,HERMIT,4
2021-05-17,MADISO,1
2021-05-17,MIDTOW,7
2021-05-17,NORTH,4
2021-05-17,SOUTH,14
2021-05-17,WEST,4
2021-05-18,CENTRA,6
2021-05-18,EAST,7
2021-05-18,HERMIT,6
2021-05-18,MADISO,3
2021-05-18,MIDTOW,4
2021-05-18,NORTH,4
2021-05-18,SOUTH,14
2021-05-18,WEST,8
2021-05-19,CENTRA,9
2021-05-19,EAST,4
2021-05-19,HERMIT,13
2021-05-19,MADISO,1
2021-05-19,MIDTOW,11
2021-05-19,NORTH,5
2021-05-19,SOUTH,21
2021-05-19,WEST,5
2021-05-20,CENTRA,3
2021-05-20,EAST,4
2021-05-20,HERMIT,10
2021-05-20,MADISO,4
2021-05-20,MIDTOW,7
2021-05-20,NORTH,6
2021-05-20,SOUTH,12
2021-05-20,WEST,4
2021-05-21,CENTRA,4
2021-05-21,EAST,4
2021-05-21,HERMIT,10
2021-05-21,MADISO,5
2021-05-21,MIDTOW,3
2021-05-21,NORTH,1
2021-05-21,SOUTH,14
2021-05-21,WEST,5
2021-05-22,CENTRA,3
2021-05-22,EAST,5
2021-05-22,HERMIT,9
2021-05-22,MADISO,8
2021-05-22,MIDTOW,5
2021-05-22,NORTH,9
2021-05-22,SOUTH,20
2021-05-22,WEST,9
2021-05-23,CENTRA,4
2021-05-23,EAST,3
2021-05-23,HERMIT,8
2021-05-23,MADISO,5
2021-05-23,MIDTOW,4
2021-05-23,NORTH,5
2021-05-23,SOUTH,5
2021-05-23,WEST,3
